1; matematica; Domanda 1; A; B; C; D; 1
1; matematica; Domanda 583; A; B; C; D; 3
1; matematica; Domanda 584; A; B; C; D; 4
1; matematica; Domanda 585; A; B; C; D; 1
1; matematica; Domanda 586; A; B; C; D; 2
1; matematica; Domanda 587; A; B; C; D; 3
1; matematica; Domanda 588; A; B; C; D; 4
1; matematica; Domanda 589; A; B; C; D; 1
1; matematica; Domanda 590; A; B; C; D; 2
1; matematica; Domanda 591; A; B; C; D; 3
1; matematica; Domanda 592; A; B; C; D; 4
1; matematica; Domanda 593; A; B; C; D; 1
1; matematica; Domanda 594; A; B; C; D; 2
1; matematica; Domanda 595; A; B; C; D; 3
1; matematica; Domanda 596; A; B; C; D; 4
1; matematica; Domanda 597; A; B; C; D; 1
1; matematica; Domanda 598; A; B; C; D; 2
1; matematica; Domanda 599; A; B; C; D; 3
1; matematica; Domanda 600; A; B; C; D; 4
1; matematica; Domanda 601; A; B; C; D; 1
1; matematica; Domanda 602; A; B; C; D; 2
1; matematica; Domanda 603; A; B; C; D; 3
1; matematica; Domanda 604; A; B; C; D; 4
1; matematica; Domanda 605; A; B; C; D; 1
1; matematica; Domanda 606; A; B; C; D; 2
1; matematica; Domanda 607; A; B; C; D; 3
1; matematica; Domanda 608; A; B; C; D; 4
1; matematica; Domanda 609; A; B; C; D; 1
1; matematica; Domanda 610; A; B; C; D; 2
1; matematica; Domanda 611; A; B; C; D; 3
1; matematica; Domanda 612; A; B; C; D; 4
1; matematica; Domanda 613; A; B; C; D; 1
1; matematica; Domanda 614; A; B; C; D; 2
1; matematica; Domanda 615; A; B; C; D; 3
1; matematica; Domanda 616; A; B; C; D; 4
1; matematica; Domanda 617; A; B; C; D; 1
1; matematica; Domanda 618; A; B; C; D; 2
1; matematica; Domanda 619; A; B; C; D; 3
1; matematica; Domanda 620; A; B; C; D; 4
1; matematica; Domanda 621; A; B; C; D; 1
1; matematica; Domanda 622; A; B; C; D; 2
1; matematica; Domanda 623; A; B; C; D; 3
1; matematica; Domanda 624; A; B; C; D; 4
1; matematica; Domanda 625; A; B; C; D; 1
1; matematica; Domanda 626; A; B; C; D; 2
1; matematica; Domanda 627; A; B; C; D; 3
1; matematica; Domanda 628; A; B; C; D; 4
1; matematica; Domanda 629; A; B; C; D; 1
1; matematica; Domanda 630; A; B; C; D; 2
1; matematica; Domanda 631; A; B; C; D; 3
1; matematica; Domanda 632; A; B; C; D; 4
1; matematica; Domanda 633; A; B; C; D; 1
1; matematica; Domanda 634; A; B; C; D; 2
1; matematica; Domanda 635; A; B; C; D; 3
1; matematica; Domanda 636; A; B; C; D; 4
1; matematica; Domanda 637; A; B; C; D; 1
1; matematica; Domanda 638; A; B; C; D; 2
1; matematica; Domanda 639; A; B; C; D; 3
1; matematica; Domanda 640; A; B; C; D; 4
1; matematica; Domanda 641; A; B; C; D; 1
1; matematica; Domanda 642; A; B; C; D; 2
1; matematica; Domanda 643; A; B; C; D; 3
1; matematica; Domanda 644; A; B; C; D; 4
1; matematica; Domanda 645; A; B; C; D; 1
1; matematica; Domanda 646; A; B; C; D; 2
1; matematica; Domanda 647; A; B; C; D; 3
1; matematica; Domanda 648; A; B; C; D; 4
1; matematica; Domanda 649; A; B; C; D; 1
1; matematica; Domanda 650; A; B; C; D; 2
1; matematica; Domanda 651; A; B; C; D; 3
1; matematica; Domanda 652; A; B; C; D; 4
1; matematica; Domanda 653; A; B; C; D; 1
1; matematica; Domanda 654; A; B; C; D; 2
1; matematica; Domanda 655; A; B; C; D; 3
1; matematica; Domanda 656; A; B; C; D; 4
1; matematica; Domanda 657; A; B; C; D; 1
1; matematica; Domanda 658; A; B; C; D; 2
1; matematica; Domanda 659; A; B; C; D; 3
1; matematica; Domanda 660; A; B; C; D; 4
1; matematica; Domanda 661; A; B; C; D; 1
1; matematica; Domanda 662; A; B; C; D; 2
1; matematica; Domanda 663; A; B; C; D; 3
1; matematica; Domanda 664; A; B; C; D; 4
1; matematica; Domanda 665; A; B; C; D; 1
1; matematica; Domanda 666; A; B; C; D; 2
1; matematica; Domanda 667; A; B; C; D; 3
1; matematica; Domanda 668; A; B; C; D; 4
1; matematica; Domanda 669; A; B; C; D; 1
1; matematica; Domanda 670; A; B; C; D; 2
1; matematica; Domanda 671; A; B; C; D; 3
1; matematica; Domanda 672; A; B; C; D; 4
1; matematica; Domanda 673; A; B; C; D; 1
1; matematica; Domanda 674; A; B; C; D; 2
1; matematica; Domanda 675; A; B; C; D; 3
1; matematica; Domanda 676; A; B; C; D; 4
1; matematica; Domanda 677; A; B; C; D; 1
1; matematica; Domanda 678; A; B; C; D; 2
1; matematica; Domanda 679; A; B; C; D; 3
1; matematica; Domanda 680; A; B; C; D; 4
1; matematica; Domanda 681; A; B; C; D; 1
1; matematica; Domanda 682; A; B; C; D; 2
1; matematica; Domanda 683; A; B; C; D; 3
1; matematica; Domanda 684; A; B; C; D; 4
1; matematica; Domanda 685; A; B; C; D; 1
1; matematica; Domanda 686; A; B; C; D; 2
1; matematica; Domanda 687; A; B; C; D; 3
1; matematica; Domanda 688; A; B; C; D; 4
1; matematica; Domanda 689; A; B; C; D; 1
1; matematica; Domanda 690; A; B; C; D; 2
1; matematica; Domanda 691; A; B; C; D; 3
1; matematica; Domanda 692; A; B; C; D; 4
1; matematica; Domanda 693; A; B; C; D; 1
1; matematica; Domanda 694; A; B; C; D; 2
1; matematica; Domanda 695; A; B; C; D; 3
1; matematica; Domanda 696; A; B; C; D; 4
1; matematica; Domanda 697; A; B; C; D; 1
1; matematica; Domanda 698; A; B; C; D; 2
1; matematica; Domanda 699; A; B; C; D; 3
1; matematica; Domanda 700; A; B; C; D; 4
1; matematica; Domanda 701; A; B; C; D; 1
1; matematica; Domanda 702; A; B; C; D; 2
1; matematica; Domanda 703; A; B; C; D; 3
1; matematica; Domanda 704; A; B; C; D; 4
1; matematica; Domanda 705; A; B; C; D; 1
1; matematica; Domanda 706; A; B; C; D; 2
1; matematica; Domanda 707; A; B; C; D; 3
1; matematica; Domanda 708; A; B; C; D; 4
1; matematica; Domanda 709; A; B; C; D; 1
1; matematica; Domanda 710; A; B; C; D; 2
1; matematica; Domanda 711; A; B; C; D; 3
1; matematica; Domanda 712; A; B; C; D; 4
1; matematica; Domanda 713; A; B; C; D; 1
1; matematica; Domanda 714; A; B; C; D; 2
1; matematica; Domanda 715; A; B; C; D; 3
1; matematica; Domanda 716; A; B; C; D; 4
1; matematica; Domanda 717; A; B; C; D; 1
1; matematica; Domanda 718; A; B; C; D; 2
1; matematica; Domanda 719; A; B; C; D; 3
1; matematica; Domanda 720; A; B; C; D; 4
1; matematica; Domanda 721; A; B; C; D; 1
1; matematica; Domanda 722; A; B; C; D; 2
1; matematica; Domanda 723; A; B; C; D; 3
1; matematica; Domanda 724; A; B; C; D; 4
1; matematica; Domanda 725; A; B; C; D; 1
1; matematica; Domanda 726; A; B; C; D; 2
1; matematica; Domanda 727; A; B; C; D; 3
1; matematica; Domanda 728; A; B; C; D; 4
1; matematica; Domanda 729; A; B; C; D; 1
1; matematica; Domanda 730; A; B; C; D; 2
1; matematica; Domanda 731; A; B; C; D; 3
1; matematica; Domanda 732; A; B; C; D; 4
1; matematica; Domanda 733; A; B; C; D; 1
1; matematica; Domanda 734; A; B; C; D; 2
1; matematica; Domanda 735; A; B; C; D; 3
1; matematica; Domanda 736; A; B; C; D; 4
1; matematica; Domanda 737; A; B; C; D; 1
1; matematica; Domanda 738; A; B; C; D; 2
1; matematica; Domanda 739; A; B; C; D; 3
1; matematica; Domanda 740; A; B; C; D; 4
1; matematica; Domanda 741; A; B; C; D; 1
1; matematica; Domanda 742; A; B; C; D; 2
1; matematica; Domanda 743; A; B; C; D; 3
1; matematica; Domanda 744; A; B; C; D; 4
1; matematica; Domanda 745; A; B; C; D; 1
1; matematica; Domanda 746; A; B; C; D; 2
1; matematica; Domanda 747; A; B; C; D; 3
1; matematica; Domanda 748; A; B; C; D; 4
1; matematica; Domanda 749; A; B; C; D; 1
1; matematica; Domanda 750; A; B; C; D; 2
1; matematica; Domanda 751; A; B; C; D; 3
1; matematica; Domanda 752; A; B; C; D; 4
1; matematica; Domanda 753; A; B; C; D; 1
1; matematica; Domanda 754; A; B; C; D; 2
1; matematica; Domanda 755; A; B; C; D; 3
1; matematica; Domanda 756; A; B; C; D; 4
1; matematica; Domanda 757; A; B; C; D; 1
1; matematica; Domanda 758; A; B; C; D; 2
1; matematica; Domanda 759; A; B; C; D; 3
1; matematica; Domanda 760; A; B; C; D; 4
1; matematica; Domanda 761; A; B; C; D; 1
1; matematica; Domanda 762; A; B; C; D; 2
1; matematica; Domanda 763; A; B; C; D; 3
1; matematica; Domanda 764; A; B; C; D; 4
1; matematica; Domanda 765; A; B; C; D; 1
1; matematica; Domanda 766; A; B; C; D; 2
1; matematica; Domanda 767; A; B; C; D; 3
1; matematica; Domanda 768; A; B; C; D; 4
1; matematica; Domanda 769; A; B; C; D; 1
1; matematica; Domanda 770; A; B; C; D; 2
1; matematica; Domanda 771; A; B; C; D; 3
1; matematica; Domanda 772; A; B; C; D; 4
1; matematica; Domanda 773; A; B; C; D; 1
1; matematica; Domanda 774; A; B; C; D; 2
1; matematica; Domanda 775; A; B; C; D; 3
1; matematica; Domanda 776; A; B; C; D; 4
1; matematica; Domanda 777; A; B; C; D; 1
1; matematica; Domanda 778; A; B; C; D; 2
1; matematica; Domanda 779; A; B; C; D; 3
1; matematica; Domanda 780; A; B; C; D; 4
1; matematica; Domanda 781; A; B; C; D; 1
1; matematica; Domanda 782; A; B; C; D; 2
1; matematica; Domanda 783; A; B; C; D; 3
1; matematica; Domanda 784; A; B; C; D; 4
1; matematica; Domanda 785; A; B; C; D; 1
1; matematica; Domanda 786; A; B; C; D; 2
1; matematica; Domanda 787; A; B; C; D; 3
1; matematica; Domanda 788; A; B; C; D; 4
1; matematica; Domanda 789; A; B; C; D; 1
1; matematica; Domanda 790; A; B; C; D; 2
1; matematica; Domanda 791; A; B; C; D; 3
1; matematica; Domanda 792; A; B; C; D; 4
1; matematica; Domanda 793; A; B; C; D; 1
1; matematica; Domanda 794; A; B; C; D; 2
1; matematica; Domanda 795; A; B; C; D; 3
1; matematica; Domanda 796; A; B; C; D; 4
1; matematica; Domanda 797; A; B; C; D; 1
1; matematica; Domanda 798; A; B; C; D; 2
1; matematica; Domanda 799; A; B; C; D; 3
1; matematica; Domanda 800; A; B; C; D; 4
1; matematica; Domanda 801; A; B; C; D; 1
1; matematica; Domanda 802; A; B; C; D; 2
1; matematica; Domanda 803; A; B; C; D; 3
1; matematica; Domanda 804; A; B; C; D; 4
1; matematica; Domanda 805; A; B; C; D; 1
1; matematica; Domanda 806; A; B; C; D; 2
1; matematica; Domanda 807; A; B; C; D; 3
1; matematica; Domanda 808; A; B; C; D; 4
1; matematica; Domanda 809; A; B; C; D; 1
1; matematica; Domanda 810; A; B; C; D; 2
1; matematica; Domanda 811; A; B; C; D; 3
1; matematica; Domanda 812; A; B; C; D; 4
1; matematica; Domanda 813; A; B; C; D; 1
1; matematica; Domanda 814; A; B; C; D; 2
1; matematica; Domanda 815; A; B; C; D; 3
1; matematica; Domanda 816; A; B; C; D; 4
1; matematica; Domanda 817; A; B; C; D; 1
1; matematica; Domanda 818; A; B; C; D; 2
1; matematica; Domanda 819; A; B; C; D; 3
1; matematica; Domanda 820; A; B; C; D; 4
1; matematica; Domanda 821; A; B; C; D; 1
1; matematica; Domanda 822; A; B; C; D; 2
1; matematica; Domanda 823; A; B; C; D; 3
1; matematica; Domanda 824; A; B; C; D; 4
1; matematica; Domanda 825; A; B; C; D; 1
1; matematica; Domanda 826; A; B; C; D; 2
1; matematica; Domanda 827; A; B; C; D; 3
1; matematica; Domanda 828; A; B; C; D; 4
1; matematica; Domanda 829; A; B; C; D; 1
1; matematica; Domanda 830; A; B; C; D; 2
1; matematica; Domanda 831; A; B; C; D; 3
1; matematica; Domanda 832; A; B; C; D; 4
1; matematica; Domanda 833; A; B; C; D; 1
1; matematica; Domanda 834; A; B; C; D; 2
1; matematica; Domanda 835; A; B; C; D; 3
1; matematica; Domanda 836; A; B; C; D; 4
1; matematica; Domanda 837; A; B; C; D; 1
1; matematica; Domanda 838; A; B; C; D; 2
1; matematica; Domanda 839; A; B; C; D; 3
1; matematica; Domanda 840; A; B; C; D; 4
1; matematica; Domanda 841; A; B; C; D; 1
1; matematica; Domanda 842; A; B; C; D; 2
1; matematica; Domanda 843; A; B; C; D; 3
1; matematica; Domanda 844; A; B; C; D; 4
1; matematica; Domanda 845; A; B; C; D; 1
1; matematica; Domanda 846; A; B; C; D; 2
1; matematica; Domanda 847; A; B; C; D; 3
1; matematica; Domanda 848; A; B; C; D; 4
1; matematica; Domanda 849; A; B; C; D; 1
1; matematica; Domanda 850; A; B; C; D; 2
1; matematica; Domanda 851; A; B; C; D; 3
1; matematica; Domanda 852; A; B; C; D; 4
1; matematica; Domanda 853; A; B; C; D; 1
1; matematica; Domanda 854; A; B; C; D; 2
1; matematica; Domanda 855; A; B; C; D; 3
1; matematica; Domanda 856; A; B; C; D; 4
1; matematica; Domanda 857; A; B; C; D; 1
1; matematica; Domanda 858; A; B; C; D; 2
1; matematica; Domanda 859; A; B; C; D; 3
1; matematica; Domanda 860; A; B; C; D; 4
1; matematica; Domanda 861; A; B; C; D; 1
1; matematica; Domanda 862; A; B; C; D; 2
1; matematica; Domanda 863; A; B; C; D; 3
1; matematica; Domanda 864; A; B; C; D; 4
1; matematica; Domanda 865; A; B; C; D; 1
1; matematica; Domanda 866; A; B; C; D; 2
1; matematica; Domanda 867; A; B; C; D; 3
1; matematica; Domanda 868; A; B; C; D; 4
1; matematica; Domanda 869; A; B; C; D; 1
1; matematica; Domanda 870; A; B; C; D; 2
1; matematica; Domanda 871; A; B; C; D; 3
1; matematica; Domanda 872; A; B; C; D; 4
1; matematica; Domanda 873; A; B; C; D; 1
1; matematica; Domanda 874; A; B; C; D; 2
1; matematica; Domanda 875; A; B; C; D; 3
1; matematica; Domanda 876; A; B; C; D; 4
1; matematica; Domanda 877; A; B; C; D; 1
1; matematica; Domanda 878; A; B; C; D; 2
1; matematica; Domanda 879; A; B; C; D; 3
1; matematica; Domanda 880; A; B; C; D; 4
1; matematica; Domanda 881; A; B; C; D; 1
1; matematica; Domanda 882; A; B; C; D; 2
1; matematica; Domanda 883; A; B; C; D; 3
1; matematica; Domanda 884; A; B; C; D; 4
1; matematica; Domanda 885; A; B; C; D; 1
1; matematica; Domanda 886; A; B; C; D; 2
1; matematica; Domanda 887; A; B; C; D; 3
1; matematica; Domanda 888; A; B; C; D; 4
1; matematica; Domanda 889; A; B; C; D; 1
1; matematica; Domanda 890; A; B; C; D; 2
1; matematica; Domanda 891; A; B; C; D; 3
1; matematica; Domanda 892; A; B; C; D; 4
1; matematica; Domanda 893; A; B; C; D; 1
1; matematica; Domanda 894; A; B; C; D; 2
1; matematica; Domanda 895; A; B; C; D; 3
1; matematica; Domanda 896; A; B; C; D; 4
1; matematica; Domanda 897; A; B; C; D; 1
1; matematica; Domanda 898; A; B; C; D; 2
1; matematica; Domanda 899; A; B; C; D; 3
1; matematica; Domanda 900; A; B; C; D; 4
1; matematica; Domanda 901; A; B; C; D; 1
1; matematica; Domanda 902; A; B; C; D; 2
1; matematica; Domanda 903; A; B; C; D; 3
1; matematica; Domanda 904; A; B; C; D; 4
1; matematica; Domanda 905; A; B; C; D; 1
1; matematica; Domanda 906; A; B; C; D; 2
1; matematica; Domanda 907; A; B; C; D; 3
1; matematica; Domanda 908; A; B; C; D; 4
1; matematica; Domanda 909; A; B; C; D; 1
1; matematica; Domanda 910; A; B; C; D; 2
1; matematica; Domanda 911; A; B; C; D; 3
1; matematica; Domanda 912; A; B; C; D; 4
1; matematica; Domanda 913; A; B; C; D; 1
1; matematica; Domanda 914; A; B; C; D; 2
1; matematica; Domanda 915; A; B; C; D; 3
1; matematica; Domanda 916; A; B; C; D; 4
1; matematica; Domanda 917; A; B; C; D; 1
1; matematica; Domanda 918; A; B; C; D; 2
1; matematica; Domanda 919; A; B; C; D; 3
1; matematica; Domanda 920; A; B; C; D; 4
1; matematica; Domanda 921; A; B; C; D; 1
1; matematica; Domanda 922; A; B; C; D; 2
1; matematica; Domanda 923; A; B; C; D; 3
1; matematica; Domanda 924; A; B; C; D; 4
1; matematica; Domanda 925; A; B; C; D; 1
1; matematica; Domanda 926; A; B; C; D; 2
1; matematica; Domanda 927; A; B; C; D; 3
1; matematica; Domanda 928; A; B; C; D; 4
1; matematica; Domanda 929; A; B; C; D; 1
1; matematica; Domanda 930; A; B; C; D; 2
1; matematica; Domanda 931; A; B; C; D; 3
1; matematica; Domanda 932; A; B; C; D; 4
1; matematica; Domanda 933; A; B; C; D; 1
1; matematica; Domanda 934; A; B; C; D; 2
1; matematica; Domanda 935; A; B; C; D; 3
1; matematica; Domanda 936; A; B; C; D; 4
1; matematica; Domanda 937; A; B; C; D; 1
1; matematica; Domanda 938; A; B; C; D; 2
1; matematica; Domanda 939; A; B; C; D; 3
1; matematica; Domanda 940; A; B; C; D; 4
1; matematica; Domanda 941; A; B; C; D; 1
1; matematica; Domanda 942; A; B; C; D; 2
1; matematica; Domanda 943; A; B; C; D; 3
1; matematica; Domanda 944; A; B; C; D; 4
1; matematica; Domanda 945; A; B; C; D; 1
1; matematica; Domanda 946; A; B; C; D; 2
1; matematica; Domanda 947; A; B; C; D; 3
1; matematica; Domanda 948; A; B; C; D; 4
1; matematica; Domanda 949; A; B; C; D; 1
1; matematica; Domanda 950; A; B; C; D; 2
1; matematica; Domanda 951; A; B; C; D; 3
1; matematica; Domanda 952; A; B; C; D; 4
1; matematica; Domanda 953; A; B; C; D; 1
1; matematica; Domanda 954; A; B; C; D; 2
1; matematica; Domanda 955; A; B; C; D; 3
1; matematica; Domanda 956; A; B; C; D; 4
1; matematica; Domanda 957; A; B; C; D; 1
1; matematica; Domanda 958; A; B; C; D; 2
1; matematica; Domanda 959; A; B; C; D; 3
1; matematica; Domanda 960; A; B; C; D; 4
1; matematica; Domanda 961; A; B; C; D; 1
1; matematica; Domanda 962; A; B; C; D; 2
1; matematica; Domanda 963; A; B; C; D; 3
1; matematica; Domanda 964; A; B; C; D; 4
1; matematica; Domanda 965; A; B; C; D; 1
1; matematica; Domanda 966; A; B; C; D; 2
1; matematica; Domanda 967; A; B; C; D; 3
1; matematica; Domanda 968; A; B; C; D; 4
1; matematica; Domanda 969; A; B; C; D; 1
1; matematica; Domanda 970; A; B; C; D; 2
1; matematica; Domanda 971; A; B; C; D; 3
1; matematica; Domanda 972; A; B; C; D; 4
1; matematica; Domanda 973; A; B; C; D; 1
1; matematica; Domanda 974; A; B; C; D; 2
1; matematica; Domanda 975; A; B; C; D; 3
1; matematica; Domanda 976; A; B; C; D; 4
1; matematica; Domanda 977; A; B; C; D; 1
1; matematica; Domanda 978; A; B; C; D; 2
1; matematica; Domanda 979; A; B; C; D; 3
1; matematica; Domanda 980; A; B; C; D; 4
1; matematica; Domanda 981; A; B; C; D; 1
1; matematica; Domanda 982; A; B; C; D; 2
1; matematica; Domanda 983; A; B; C; D; 3
1; matematica; Domanda 984; A; B; C; D; 4
1; matematica; Domanda 985; A; B; C; D; 1
1; matematica; Domanda 986; A; B; C; D; 2
1; matematica; Domanda 987; A; B; C; D; 3
1; matematica; Domanda 988; A; B; C; D; 4
1; matematica; Domanda 989; A; B; C; D; 1
1; matematica; Domanda 990; A; B; C; D; 2
1; matematica; Domanda 991; A; B; C; D; 3
1; matematica; Domanda 992; A; B; C; D; 4
1; matematica; Domanda 993; A; B; C; D; 1
1; matematica; Domanda 994; A; B; C; D; 2
1; matematica; Domanda 995; A; B; C; D; 3
1; matematica; Domanda 996; A; B; C; D; 4
1; matematica; Domanda 997; A; B; C; D; 1
1; matematica; Domanda 998; A; B; C; D; 2
1; matematica; Domanda 999; A; B; C; D; 3
1; matematica; Domanda 1000; A; B; C; D; 4
2; italiano; Domanda 1; A; B; C; D; 1
2; italiano; Domanda 2; A; B; C; D; 2
2; italiano; Domanda 3; A; B; C; D; 3
2; italiano; Domanda 4; A; B; C; D; 4
2; italiano; Domanda 5; A; B; C; D; 1
2; italiano; Domanda 6; A; B; C; D; 2
2; italiano; Domanda 7; A; B; C; D; 3
2; italiano; Domanda 8; A; B; C; D; 4
2; italiano; Domanda 9; A; B; C; D; 1
2; italiano; Domanda 10; A; B; C; D; 2
2; italiano; Domanda 11; A; B; C; D; 3
2; italiano; Domanda 12; A; B; C; D; 4
2; italiano; Domanda 13; A; B; C; D; 1
2; italiano; Domanda 14; A; B; C; D; 2
2; italiano; Domanda 15; A; B; C; D; 3
2; italiano; Domanda 16; A; B; C; D; 4
2; italiano; Domanda 17; A; B; C; D; 1
2; italiano; Domanda 18; A; B; C; D; 2
2; italiano; Domanda 19; A; B; C; D; 3
2; italiano; Domanda 20; A; B; C; D; 4
2; italiano; Domanda 21; A; B; C; D; 1
2; italiano; Domanda 22; A; B; C; D; 2
2; italiano; Domanda 23; A; B; C; D; 3
2; italiano; Domanda 24; A; B; C; D; 4
2; italiano; Domanda 25; A; B; C; D; 1
2; italiano; Domanda 26; A; B; C; D; 2
2; italiano; Domanda 27; A; B; C; D; 3
2; italiano; Domanda 28; A; B; C; D; 4
2; italiano; Domanda 29; A; B; C; D; 1
2; italiano; Domanda 30; A; B; C; D; 2
2; italiano; Domanda 31; A; B; C; D; 3
2; italiano; Domanda 32; A; B; C; D; 4
2; italiano; Domanda 33; A; B; C; D; 1
2; italiano; Domanda 34; A; B; C; D; 2
2; italiano; Domanda 35; A; B; C; D; 3
2; italiano; Domanda 36; A; B; C; D; 4
2; italiano; Domanda 37; A; B; C; D; 1
2; italiano; Domanda 38; A; B; C; D; 2
2; italiano; Domanda 39; A; B; C; D; 3
2; italiano; Domanda 40; A; B; C; D; 4
2; italiano; Domanda 41; A; B; C; D; 1
2; italiano; Domanda 42; A; B; C; D; 2
2; italiano; Domanda 43; A; B; C; D; 3
2; italiano; Domanda 44; A; B; C; D; 4
2; italiano; Domanda 45; A; B; C; D; 1
2; italiano; Domanda 46; A; B; C; D; 2
2; italiano; Domanda 47; A; B; C; D; 3
2; italiano; Domanda 48; A; B; C; D; 4
2; italiano; Domanda 49; A; B; C; D; 1
2; italiano; Domanda 50; A; B; C; D; 2
2; italiano; Domanda 51; A; B; C; D; 3
2; italiano; Domanda 52; A; B; C; D; 4
2; italiano; Domanda 53; A; B; C; D; 1
2; italiano; Domanda 54; A; B; C; D; 2
2; italiano; Domanda 55; A; B; C; D; 3
2; italiano; Domanda 56; A; B; C; D; 4
2; italiano; Domanda 57; A; B; C; D; 1
2; italiano; Domanda 58; A; B; C; D; 2
2; italiano; Domanda 59; A; B; C; D; 3
2; italiano; Domanda 60; A; B; C; D; 4
2; italiano; Domanda 61; A; B; C; D; 1
2; italiano; Domanda 62; A; B; C; D; 2
2; italiano; Domanda 63; A; B; C; D; 3
2; italiano; Domanda 64; A; B; C; D; 4
2; italiano; Domanda 65; A; B; C; D; 1
2; italiano; Domanda 66; A; B; C; D; 2
2; italiano; Domanda 67; A; B; C; D; 3
2; italiano; Domanda 68; A; B; C; D; 4
2; italiano; Domanda 69; A; B; C; D; 1
2; italiano; Domanda 70; A; B; C; D; 2
2; italiano; Domanda 71; A; B; C; D; 3
2; italiano; Domanda 72; A; B; C; D; 4
2; italiano; Domanda 73; A; B; C; D; 1
2; italiano; Domanda 74; A; B; C; D; 2
2; italiano; Domanda 75; A; B; C; D; 3
2; italiano; Domanda 76; A; B; C; D; 4
2; italiano; Domanda 77; A; B; C; D; 1
2; italiano; Domanda 78; A; B; C; D; 2
2; italiano; Domanda 79; A; B; C; D; 3
2; italiano; Domanda 80; A; B; C; D; 4
